Profil,Diplôme,Métier,Années d'expérience,Objectifs,Notation,Évaluation,Description de la personnalité,Université d'études,Parcours Professionnel,Historiques d'interaction,Tarif horaire en euros,Langue parlée,Localisation,Disponibilité
Mentor,Licence en Arts Plastiques,Artiste numérique,30,Travailler sur des projets de design graphique innovants,3.0,Moyen,Sociable et communicatif,Université de Toulouse,Saatchi Gallery,0,15.0,Anglais,Strasbourg,1
Mentor,Doctorat en Ressources Humaines,Recruteur,16,Former le personnel dans de grandes organisations,2.0,Passable,Sociable et communicatif,Université de Bordeaux,Randstad,0,15.0,Français,Nantes,2
Mentor,Licence en Sciences de l'Éducation,Psychopédagogue,9,Devenir un enseignant émérite,3.0,Moyen,Dynamique et enthousiaste,Université de Paris,"University of Cambridge, Massachusetts Institute of Technology, Oxford University, Stanford University",3,15.0,Anglais,Marseille,1
Mentor,Master en Ingénierie,Ingénieur civil,24,Devenir ingénieur de renom,1.0,Médiocre,Sociable et communicatif,Université de Toulouse,"General Electric, Airbus, Siemens, Lockheed Martin, Boeing",8,25.0,Anglais,Nantes,2
Mentor,Master en Pédagogie,Didacticien,23,Améliorer les méthodes d'enseignement,4.0,Bien,Dynamique et enthousiaste,Université de Lyon,"Stanford University, Harvard University, Massachusetts Institute of Technology, University of Cambridge",18,35.0,Français,Toulouse,3
Mentor,Certificat en Ressources Humaines,Médiateur en conflits,11,Devenir expert en gestion des talents,3.0,Moyen,Créatif et innovant,Université de Marseille,"ADP, ManpowerGroup",20,35.0,Anglais,Bordeaux,2
Mentor,Licence en Marketing,Gestionnaire de campagnes,6,Gérer des campagnes publicitaires de grande envergure,1.0,Médiocre,Dynamique et enthousiaste,Université de Marseille,"McDonald's, Coca-Cola",10,25.0,Anglais,Paris,3
Mentor,DES en Médecine,Médecin généraliste,22,Devenir spécialiste en chirurgie,2.0,Passable,Sympathique et patient,Université de Lyon,Cleveland Clinic,20,35.0,Français,Nantes,2
Mentor,Master en Marketing,Chef de publicité,20,Gérer des campagnes publicitaires de grande envergure,2.0,Passable,Dynamique et enthousiaste,Université de Marseille,Coca-Cola,13,35.0,Anglais,Lyon,2
Mentor,Licence en Informatique,Data scientist,5,Devenir expert en IA,2.0,Passable,Dynamique et enthousiaste,Université de Lyon,"Google, Amazon, Microsoft",8,25.0,Anglais,Montpellier,1
Mentor,Doctorat en Éducation,Didacticien,20,Devenir un enseignant émérite,1.0,Médiocre,Sociable et communicatif,Université de Toulouse,Harvard University,10,25.0,Français,Strasbourg,1
Mentor,Internat en Médecine,Gynécologue,23,Devenir spécialiste en chirurgie,1.0,Médiocre,Analytique et organisé,Université de Marseille,"Stanford Health Care, Cleveland Clinic, Mayo Clinic, Johns Hopkins Hospital, Massachusetts General Hospital",5,25.0,Français,Marseille,2
Mentor,BTS en Finance,Comptable,24,Devenir analyste financier senior,2.0,Passable,Sociable et communicatif,Université de Marseille,"Morgan Stanley, Goldman Sachs",18,35.0,Français,Strasbourg,1
Mentor,Master en Ingénierie,Ingénieur logiciel,5,Concevoir des produits mécaniques innovants,1.0,Médiocre,Sociable et communicatif,Université de Lyon,"Boeing, General Electric, Lockheed Martin, Siemens, Airbus",4,15.0,Français,Rennes,1
Mentor,Doctorat en Psychologie,Psychologue scolaire,23,Devenir psychologue clinicien renommé,4.0,Bien,Dynamique et enthousiaste,Université de Marseille,"Stanford Health Care, Mayo Clinic",18,35.0,Français,Montpellier,3
Mentor,Doctorat en Psychologie,Psychologue de l'enfance,11,Devenir psychologue clinicien renommé,4.0,Bien,Sympathique et patient,Université de Lyon,"Cleveland Clinic, Stanford Health Care",13,35.0,Anglais,Montpellier,2
Mentor,Master en Gestion,Directeur général,30,Gérer des projets internationaux,4.0,Bien,Sociable et communicatif,Université de Lyon,"McKinsey & Company, Deloitte",6,25.0,Français,Toulouse,2
Mentor,Master en Marketing,Responsable marketing,27,Devenir responsable marketing stratégique,3.0,Moyen,Sociable et communicatif,Université de Bordeaux,Coca-Cola,16,35.0,Français,Strasbourg,1
Mentor,MBA en Finance,Comptable,13,Gérer des portefeuilles d'investissement complexes,4.0,Bien,Créatif et innovant,Université de Lyon,"Citigroup, Goldman Sachs, JPMorgan Chase, Morgan Stanley, Bank of America",17,35.0,Anglais,Toulouse,2
Mentor,Diplôme d'Ingénieur,Ingénieur logiciel,16,Concevoir des produits mécaniques innovants,4.0,Bien,Dynamique et enthousiaste,Université de Paris,"General Electric, Siemens",17,35.0,Français,Montpellier,3
Mentor,Certificat en Peinture,Designer graphique,22,Travailler sur des projets de design graphique innovants,5.0,Très bien,Créatif et innovant,Université de Paris,"Gagosian Gallery, Sotheby's",17,35.0,Anglais,Bordeaux,3
Mentor,BTS en Ingénierie,Ingénieur électrique,13,Concevoir des produits mécaniques innovants,3.0,Moyen,Sympathique et patient,Université de Marseille,"Boeing, Siemens, Airbus, General Electric",9,25.0,Français,Bordeaux,1
Mentor,Doctorat en Médecine,Chirurgien,17,Pratiquer la médecine pédiatrique,4.0,Bien,Sympathique et patient,Université de Bordeaux,"Massachusetts General Hospital, Johns Hopkins Hospital",11,35.0,Anglais,Lyon,3
Mentor,Doctorat en Ingénierie,Ingénieur civil,12,Concevoir des produits mécaniques innovants,2.0,Passable,Sympathique et patient,Université de Lyon,"General Electric, Siemens",2,15.0,Français,Montpellier,3
Mentor,Doctorat en Psychologie,Psychologue de l'enfance,9,Faire de la recherche en psychologie,5.0,Très bien,Sympathique et patient,Université de Paris,"Johns Hopkins Hospital, Massachusetts General Hospital, Mayo Clinic, Stanford Health Care, Cleveland Clinic",10,25.0,Français,Marseille,2
Mentor,Doctorat en Marketing,Gestionnaire de campagnes,16,Devenir responsable marketing stratégique,1.0,Médiocre,Dynamique et enthousiaste,Université de Marseille,"Amazon Advertising, McDonald's, Nike, Procter & Gamble, Coca-Cola",6,25.0,Français,Strasbourg,1
Mentor,Certificat en Marketing,Responsable marketing,15,Devenir responsable marketing stratégique,5.0,Très bien,Dynamique et enthousiaste,Université de Marseille,McDonald's,0,15.0,Français,Toulouse,3
Mentor,Master en Ressources Humaines,Médiateur en conflits,24,Devenir expert en gestion des talents,5.0,Très bien,Sociable et communicatif,Université de Toulouse,"Kelly Services, Randstad, ADP, ManpowerGroup",17,35.0,Français,Marseille,3
Mentor,Master en Finance,Trader,30,Devenir analyste financier senior,3.0,Moyen,Sympathique et patient,Université de Lyon,"Morgan Stanley, JPMorgan Chase, Goldman Sachs, Citigroup",19,35.0,Anglais,Rennes,3
Mentor,Master en Ressources Humaines,Médiateur en conflits,6,Former le personnel dans de grandes organisations,4.0,Bien,Dynamique et enthousiaste,Université de Paris,"Adecco, Randstad",16,35.0,Anglais,Rennes,1
Mentor,Certificat en Ressources Humaines,Médiateur en conflits,14,Devenir expert en gestion des talents,5.0,Très bien,Sympathique et patient,Université de Bordeaux,"ADP, Kelly Services",9,25.0,Français,Toulouse,3
Mentor,Licence en Marketing,Chef de publicité,6,Devenir responsable marketing stratégique,2.0,Passable,Dynamique et enthousiaste,Université de Bordeaux,"Nike, McDonald's, Amazon Advertising, Coca-Cola",6,25.0,Anglais,Paris,2
Mentor,Certificat en Ingénierie,Ingénieur mécanique,6,Devenir ingénieur de renom,4.0,Bien,Créatif et innovant,Université de Marseille,General Electric,2,15.0,Anglais,Paris,2
Mentor,Doctorat en Ressources Humaines,Formateur,23,Devenir expert en gestion des talents,4.0,Bien,Créatif et innovant,Université de Toulouse,"Randstad, Kelly Services, ADP, Adecco, ManpowerGroup",17,35.0,Anglais,Strasbourg,2
Mentor,Certificat en Didactique,Didacticien,15,Devenir un enseignant émérite,2.0,Passable,Créatif et innovant,Université de Lyon,"University of Cambridge, Massachusetts Institute of Technology, Stanford University",18,35.0,Anglais,Lille,2
Mentor,Doctorat en Finance,Comptable,6,Devenir analyste financier senior,2.0,Passable,Dynamique et enthousiaste,Université de Toulouse,"Bank of America, Goldman Sachs",16,35.0,Anglais,Paris,1
Mentor,Certificat en Marketing,Chef de publicité,28,Devenir responsable marketing stratégique,2.0,Passable,Analytique et organisé,Université de Bordeaux,"Procter & Gamble, Amazon Advertising, Coca-Cola",10,25.0,Français,Nantes,3
Mentor,Certificat en Peinture,Sculpteur,30,Devenir artiste renommé,3.0,Moyen,Créatif et innovant,Université de Bordeaux,"Gagosian Gallery, Sotheby's",5,25.0,Anglais,Lille,2
Mentor,BTS en Design Graphique,Artiste numérique,7,Travailler sur des projets de design graphique innovants,3.0,Moyen,Sociable et communicatif,Université de Paris,"The Louvre, Christie's",15,35.0,Anglais,Toulouse,1
Mentor,Diplôme d'Ingénieur,Ingénieur électrique,29,Devenir ingénieur de renom,5.0,Très bien,Sympathique et patient,Université de Paris,"Airbus, Boeing, Siemens, Lockheed Martin",8,25.0,Français,Montpellier,2
Mentor,Master en Marketing,Analyste de marché,27,Devenir responsable marketing stratégique,2.0,Passable,Sympathique et patient,Université de Marseille,"McDonald's, Coca-Cola, Nike, Procter & Gamble, Amazon Advertising",8,25.0,Anglais,Strasbourg,1
Mentor,Certificat en Didactique,Éducateur spécialisé,12,Améliorer les méthodes d'enseignement,1.0,Médiocre,Sociable et communicatif,Université de Toulouse,"Stanford University, University of Cambridge, Harvard University",2,15.0,Anglais,Marseille,3
Mentor,BTS en Psychologie,Conseiller en orientation,20,Faire de la recherche en psychologie,4.0,Bien,Dynamique et enthousiaste,Université de Lyon,"Stanford Health Care, Johns Hopkins Hospital",6,25.0,Anglais,Paris,2
Mentor,Master en Finance,Analyste financier,23,Devenir analyste financier senior,3.0,Moyen,Sympathique et patient,Université de Lyon,Goldman Sachs,2,15.0,Français,Bordeaux,1
Mentor,Doctorat en Finance,Comptable,7,Gérer des portefeuilles d'investissement complexes,5.0,Très bien,Sociable et communicatif,Université de Paris,"Citigroup, Morgan Stanley, Goldman Sachs",19,35.0,Français,Lyon,2
Mentor,Doctorat en Psychologie,Psychologue clinicien,12,Faire de la recherche en psychologie,2.0,Passable,Sociable et communicatif,Université de Marseille,"Stanford Health Care, Cleveland Clinic, Johns Hopkins Hospital, Massachusetts General Hospital, Mayo Clinic",16,35.0,Français,Lyon,2
Mentor,Licence en Marketing,Chef de publicité,11,Gérer des campagnes publicitaires de grande envergure,2.0,Passable,Analytique et organisé,Université de Paris,"Amazon Advertising, Coca-Cola, McDonald's",7,25.0,Anglais,Nantes,3
Mentor,Doctorat en Marketing,Chef de publicité,5,Devenir responsable marketing stratégique,5.0,Très bien,Sociable et communicatif,Université de Paris,"McDonald's, Nike, Amazon Advertising, Coca-Cola",10,25.0,Français,Lyon,3
Mentor,Master en Marketing,Responsable marketing,30,Gérer des campagnes publicitaires de grande envergure,3.0,Moyen,Sympathique et patient,Université de Bordeaux,"Amazon Advertising, Nike",1,15.0,Français,Nantes,1
Mentor,DES en Médecine,Chirurgien,28,Devenir spécialiste en chirurgie,3.0,Moyen,Analytique et organisé,Université de Paris,"Cleveland Clinic, Stanford Health Care, Mayo Clinic, Johns Hopkins Hospital",17,35.0,Anglais,Strasbourg,1
Mentor,Licence en Informatique,Data scientist,28,Devenir expert en IA,4.0,Bien,Sympathique et patient,Université de Toulouse,"IBM, Amazon, Apple, Google, Microsoft",13,35.0,Français,Strasbourg,3
Mentor,Doctorat en Ingénierie,Ingénieur mécanique,22,Concevoir des produits mécaniques innovants,5.0,Très bien,Dynamique et enthousiaste,Université de Toulouse,"Siemens, Airbus, Lockheed Martin, General Electric",0,15.0,Français,Bordeaux,1
Mentor,Diplôme en Sculpture,Sculpteur,23,Devenir artiste renommé,2.0,Passable,Sociable et communicatif,Université de Marseille,"Sotheby's, Saatchi Gallery, Gagosian Gallery, The Louvre",12,35.0,Français,Rennes,1
Mentor,Certificat en Didactique,Éducateur spécialisé,9,Améliorer les méthodes d'enseignement,1.0,Médiocre,Sympathique et patient,Université de Marseille,"Harvard University, University of Cambridge, Oxford University, Stanford University, Massachusetts Institute of Technology",7,25.0,Anglais,Paris,3
Mentor,Master en Gestion,Chef de projet,19,Gérer des projets internationaux,3.0,Moyen,Sympathique et patient,Université de Paris,"PwC, Deloitte, Boston Consulting Group, Bain & Company, McKinsey & Company",14,35.0,Français,Lille,1
Mentor,Master en Arts Numériques,Artiste numérique,26,Devenir artiste renommé,5.0,Très bien,Sympathique et patient,Université de Paris,"Gagosian Gallery, Christie's, Sotheby's, Saatchi Gallery",11,35.0,Français,Nantes,2
Mentor,Licence en Ressources Humaines,Formateur,12,Devenir expert en gestion des talents,1.0,Médiocre,Sympathique et patient,Université de Paris,"Randstad, Adecco, Kelly Services",0,15.0,Français,Bordeaux,2
Mentor,Licence en Psychologie,Conseiller en orientation,6,Faire de la recherche en psychologie,2.0,Passable,Analytique et organisé,Université de Toulouse,"Cleveland Clinic, Johns Hopkins Hospital, Mayo Clinic, Massachusetts General Hospital",11,35.0,Français,Marseille,3
Mentor,Licence en Psychologie,Conseiller en orientation,21,Devenir psychologue clinicien renommé,2.0,Passable,Analytique et organisé,Université de Toulouse,"Stanford Health Care, Massachusetts General Hospital, Cleveland Clinic, Mayo Clinic",5,25.0,Français,Rennes,1
Mentor,Diplôme en Sculpture,Sculpteur,10,Devenir artiste renommé,5.0,Très bien,Créatif et innovant,Université de Paris,"Gagosian Gallery, The Louvre, Sotheby's, Christie's",2,15.0,Français,Lyon,2
Mentor,Doctorat en Psychologie,Conseiller en orientation,22,Faire de la recherche en psychologie,4.0,Bien,Sociable et communicatif,Université de Bordeaux,"Stanford Health Care, Massachusetts General Hospital, Johns Hopkins Hospital, Cleveland Clinic",4,15.0,Français,Paris,1
Mentor,Licence en Informatique,Développeur web,7,Travailler en cybersécurité,5.0,Très bien,Analytique et organisé,Université de Paris,"Microsoft, Google, IBM",14,35.0,Français,Lyon,2
Mentor,Certificat en Psychologie,Psychologue scolaire,6,Faire de la recherche en psychologie,3.0,Moyen,Analytique et organisé,Université de Bordeaux,"Stanford Health Care, Massachusetts General Hospital",13,35.0,Anglais,Bordeaux,3
Mentor,BTS en Marketing,Gestionnaire de campagnes,12,Devenir responsable marketing stratégique,1.0,Médiocre,Créatif et innovant,Université de Lyon,"McDonald's, Coca-Cola, Nike",20,35.0,Anglais,Bordeaux,1
Mentor,Certificat en Psychologie,Conseiller en orientation,29,Faire de la recherche en psychologie,3.0,Moyen,Sociable et communicatif,Université de Lyon,Johns Hopkins Hospital,7,25.0,Anglais,Lille,3
Mentor,Doctorat en Informatique,Ingénieur en cybersécurité,22,Créer des applications web,2.0,Passable,Dynamique et enthousiaste,Université de Bordeaux,"Amazon, Google",17,35.0,Français,Strasbourg,2
Mentor,Certificat en Peinture,Artiste,26,Travailler sur des projets de design graphique innovants,2.0,Passable,Sympathique et patient,Université de Marseille,"The Louvre, Sotheby's, Christie's, Saatchi Gallery, Gagosian Gallery",12,35.0,Anglais,Strasbourg,3
Mentor,Certificat en Peinture,Sculpteur,23,Travailler sur des projets de design graphique innovants,5.0,Très bien,Dynamique et enthousiaste,Université de Lyon,"Christie's, Gagosian Gallery, Saatchi Gallery",9,25.0,Anglais,Lyon,1
Mentor,Doctorat en Éducation,Éducateur spécialisé,11,Devenir un enseignant émérite,4.0,Bien,Sympathique et patient,Université de Bordeaux,"University of Cambridge, Massachusetts Institute of Technology, Oxford University, Harvard University",5,25.0,Français,Nantes,1
Mentor,Certificat en Ingénierie,Ingénieur civil,11,Concevoir des produits mécaniques innovants,3.0,Moyen,Créatif et innovant,Université de Paris,"Lockheed Martin, Siemens, Airbus, Boeing, General Electric",4,15.0,Français,Rennes,3
Mentor,Licence en Marketing,Responsable marketing,18,Devenir responsable marketing stratégique,3.0,Moyen,Sociable et communicatif,Université de Paris,"McDonald's, Procter & Gamble",4,15.0,Français,Lille,3
Mentor,Licence en Ressources Humaines,Médiateur en conflits,20,Former le personnel dans de grandes organisations,5.0,Très bien,Dynamique et enthousiaste,Université de Paris,ADP,5,25.0,Anglais,Montpellier,3
Mentor,Doctorat en Informatique,Développeur web,10,Créer des applications web,1.0,Médiocre,Dynamique et enthousiaste,Université de Paris,"Microsoft, IBM",18,35.0,Anglais,Toulouse,3
Mentor,Doctorat en Ingénierie,Ingénieur logiciel,28,Devenir ingénieur de renom,1.0,Médiocre,Dynamique et enthousiaste,Université de Paris,"Airbus, General Electric",17,35.0,Français,Toulouse,2
